TEKLIF_NO;LEAD_ID;ARAC_KODU;BAYI_KODU;TEKLIF_TARIHI;LISTE_FIYATI;ISKONTO_ORANI;NET_FIYAT;FINANSMAN;GECERLILIK_TARIHI;TEKLIF_DURUMU
O003354;L0006992;V017;D004;30.01.2026;4100000;2,28;4006000;E;13.02.2026;rejected
O003355;L0006995;V001;D003;01.05.2025;3450000;0,46;3434000;H;15.05.2025;rejected
O003356;L0006996;V004;D004;21.12.2024;5100000;8,76;4653000;H;04.01.2025;accepted
O003357;L0006999;V013;D009;05.07.2025;11200000;1,74;11004000;H;19.07.2025;rejected
O003358;L0007000;V029;D007;19.08.2025;3300000;6,95;3070000;H;02.09.2025;rejected
O003359;L0007008;V024;D011;06.06.2025;2650000;5,28;2510000;H;20.06.2025;rejected
O003360;L0007013;V026;D009;29.09.2025;2900000;3,74;2791000;H;13.10.2025;rejected
O003361;L0007014;V018;D006;04.05.2026;4700000;7,23;4360000;E;18.05.2026;rejected
O003362;L0007019;V001;D010;23.03.2026;3450000;3,8;3318000;H;06.04.2026;rejected
O003363;L0007021;V027;D007;18.06.2025;3700000;4,78;3523000;E;02.07.2025;rejected
O003364;L0007025;V034;D002;04.08.2026;6100000;9,72;5507000;H;18.08.2026;accepted
O003365;L0007029;V016;D005;12.02.2026;5300000;1,27;5232000;H;26.02.2026;rejected
O003366;L0007041;V014;D003;23.05.2026;12300000;3,92;11817000;E;06.06.2026;rejected
O003367;L0007043;V024;D003;02.04.2025;2650000;6,53;2476000;E;16.04.2025;rejected
O003368;L0007044;V028;D001;29.05.2026;4000000;3,39;3864000;E;12.06.2026;rejected
O003369;L0007045;V026;D007;15.08.2026;2900000;5,64;2736000;H;29.08.2026;accepted
O003370;L0007046;V025;D001;24.02.2026;3050000;0,0;3050000;E;10.03.2026;accepted
O003371;L0007047;V008;D007;18.11.2025;4200000;4,0;4031000;E;02.12.2025;accepted
O003372;L0007052;V001;D007;28.03.2025;3450000;4,4;3298000;H;11.04.2025;accepted
O003373;L0007055;V021;D002;24.04.2025;7400000;5,1;7022000;E;08.05.2025;rejected
O003374;L0007056;V020;D003;03.03.2026;6600000;2,58;6429000;H;17.03.2026;rejected
O003375;L0007058;V027;D006;17.01.2026;3700000;2,16;3620000;H;31.01.2026;rejected
O003376;L0007059;V009;D002;11.07.2025;4900000;8,03;4506000;H;25.07.2025;rejected
O003377;L0007060;V031;D005;05.01.2026;10800000;6,63;10083000;H;19.01.2026;rejected
O003378;L0007067;V017;D008;08.08.2026;4100000;4,8;3903000;E;22.08.2026;rejected
O003379;L0007068;V019;D003;24.08.2026;4500000;0,01;4499000;H;07.09.2026;rejected
O003380;L0007069;V021;D014;09.12.2024;7400000;9,27;6714000;H;23.12.2024;accepted
O003381;L0007073;V010;D007;15.12.2025;4600000;2,11;4502000;H;29.12.2025;rejected
O003382;L0007074;V012;D001;24.05.2025;7100000;0,82;7041000;H;07.06.2025;rejected
O003383;L0007076;V028;D004;05.11.2025;4000000;3,05;3878000;H;19.11.2025;accepted
O003384;L0007078;V019;D011;23.09.2025;4500000;5,08;4271000;H;07.10.2025;accepted
O003385;L0007079;V014;D003;23.10.2025;12300000;0,31;12261000;H;06.11.2025;rejected
O003386;L0007081;V004;D011;07.02.2026;5100000;4,33;4879000;E;21.02.2026;accepted
O003387;L0007085;V003;D006;29.10.2025;4650000;0,96;4605000;H;12.11.2025;rejected
O003388;L0007086;V006;D001;13.06.2026;7800000;5,18;7395000;H;27.06.2026;accepted
O003389;L0007091;V033;D001;12.12.2025;5400000;2,92;5242000;E;26.12.2025;rejected
O003390;L0007093;V024;D007;22.05.2026;2650000;2,87;2573000;H;05.06.2026;rejected
O003391;L0007097;V027;D005;10.07.2026;3700000;6,23;3469000;H;24.07.2026;rejected
O003392;L0007098;V012;D001;15.11.2025;7100000;1,91;6964000;H;29.11.2025;rejected
O003393;L0007099;V001;D001;13.12.2025;3450000;6,75;3217000;H;27.12.2025;accepted
O003394;L0007100;V026;D004;06.02.2026;2900000;8,9;2642000;H;20.02.2026;accepted
O003395;L0007104;V029;D005;18.08.2025;3300000;2,65;3212000;E;01.09.2025;rejected
O003396;L0007105;V018;D009;27.02.2026;4700000;4,4;4493000;E;13.03.2026;accepted
O003397;L0007106;V025;D003;29.01.2026;3050000;0,0;3050000;E;12.02.2026;rejected
O003398;L0007108;V017;D003;22.08.2026;4100000;6,11;3849000;E;05.09.2026;accepted
O003399;L0007109;V025;D004;18.10.2025;3050000;6,8;2842000;E;01.11.2025;rejected
O003400;L0007111;V007;D007;07.01.2026;14500000;6,24;13595000;H;21.01.2026;rejected
O003401;L0007112;V001;D001;06.06.2026;3450000;8,84;3145000;E;20.06.2026;accepted
O003402;L0007115;V003;D002;25.02.2026;4650000;4,08;4460000;H;11.03.2026;rejected
O003403;L0007116;V028;D007;01.05.2026;4000000;4,38;3824000;E;15.05.2026;rejected
O003404;L0007117;V026;D013;27.11.2025;2900000;5,74;2733000;H;11.12.2025;accepted
O003405;L0007118;V009;D006;15.05.2025;4900000;7,14;4549000;H;29.05.2025;rejected
O003406;L0007120;V018;D006;13.08.2025;4700000;2,18;4597000;E;27.08.2025;accepted
O003407;L0007121;V024;D004;23.09.2025;2650000;0,87;2627000;H;07.10.2025;rejected
O003408;L0007122;V017;D001;06.08.2026;4100000;3,36;3962000;H;20.08.2026;accepted
O003409;L0007123;V009;D007;02.10.2024;4900000;12,0;4312000;E;16.10.2024;accepted
O003410;L0007129;V027;D014;18.12.2025;3700000;3,01;3588000;E;01.01.2026;accepted
O003411;L0007132;V003;D009;27.12.2024;4650000;3,11;4505000;H;10.01.2025;rejected
O003412;L0007133;V020;D001;23.03.2026;6600000;5,02;6268000;E;06.04.2026;accepted
O003413;L0007134;V009;D009;10.03.2025;4900000;6,86;4563000;H;24.03.2025;rejected
O003414;L0007137;V026;D003;05.11.2025;2900000;0,0;2900000;H;19.11.2025;rejected
O003415;L0007139;V036;D001;11.08.2025;14200000;0,76;14091000;H;25.08.2025;rejected
O003416;L0007141;V025;D002;25.03.2025;3050000;4,77;2904000;E;08.04.2025;accepted
O003417;L0007144;V024;D002;03.06.2026;2650000;4,81;2522000;H;17.06.2026;rejected
O003418;L0007147;V020;D008;01.12.2025;6600000;6,7;6157000;H;15.12.2025;accepted
O003419;L0007148;V004;D009;05.01.2026;5100000;3,46;4923000;H;19.01.2026;accepted
O003420;L0007150;V032;D013;28.07.2026;6200000;4,24;5937000;E;11.08.2026;rejected
O003421;L0007153;V034;D005;05.12.2025;6100000;4,09;5850000;E;19.12.2025;rejected
O003422;L0007155;V008;D004;28.08.2026;4200000;0,88;4162000;E;11.09.2026;open
O003423;L0007156;V034;D004;23.04.2025;6100000;2,77;5931000;H;07.05.2025;rejected
O003424;L0007163;V029;D009;28.03.2026;3300000;3,46;3185000;E;11.04.2026;rejected
O003425;L0007165;V026;D006;03.08.2026;2900000;6,51;2711000;E;17.08.2026;rejected
O003426;L0007166;V017;D002;29.07.2026;4100000;4,99;3895000;E;12.08.2026;accepted
O003427;L0007170;V029;D013;09.10.2025;3300000;6,88;3073000;H;23.10.2025;rejected
O003428;L0007171;V001;D007;11.05.2026;3450000;8,93;3141000;E;25.05.2026;accepted
O003429;L0007173;V010;D007;13.12.2025;4600000;2,03;4506000;H;27.12.2025;rejected
O003430;L0007174;V027;D010;21.03.2026;3700000;3,66;3564000;E;04.04.2026;accepted
O003431;L0007176;V024;D004;05.08.2026;2650000;2,59;2581000;E;19.08.2026;accepted
O003432;L0007178;V028;D003;09.10.2025;4000000;150,0;3917000;E;23.10.2025;accepted
O003433;L0007179;V028;D008;23.03.2026;4000000;8,79;3648000;H;06.04.2026;accepted
O003434;L0007181;V026;D002;20.03.2026;2900000;3,56;2796000;E;03.04.2026;accepted
O003435;L0007184;V015;D001;03.11.2025;16800000;2,22;16427000;H;17.11.2025;accepted
O003436;L0007187;V016;D001;06.12.2025;5300000;5,28;5020000;E;20.12.2025;rejected
O003437;L0007188;V001;D014;19.06.2025;3450000;4,49;3294000;H;03.07.2025;rejected
O003438;L0007190;V009;D001;23.12.2024;4900000;5,68;4621000;H;06.01.2025;accepted
O003439;L0007192;V002;D007;21.06.2025;3900000;5,42;3688000;E;05.07.2025;accepted
O003440;L0007199;V017;D001;14.10.2025;4100000;4,69;3907000;E;28.10.2025;accepted
O003441;L0007202;V011;D009;06.08.2026;6400000;4,84;6090000;E;20.08.2026;rejected
O003442;L0007204;V034;D006;22.10.2025;6100000;0,92;6044000;E;05.11.2025;rejected
O003443;L0007205;V024;D012;13.06.2026;2650000;6,09;2488000;H;27.06.2026;rejected
O003444;L0007208;V034;D009;25.12.2024;6100000;2,65;5938000;H;08.01.2025;rejected
O003445;L0007209;V026;D014;22.11.2025;2900000;8,92;2641000;H;06.12.2025;rejected
O003446;L0007212;V017;D002;17.02.2026;4100000;4,38;3920000;H;03.03.2026;rejected
O003447;L0007213;V010;D003;10.04.2025;4600000;2,62;4479000;H;24.04.2025;rejected
O003448;L0007215;V028;D003;20.03.2026;4000000;6,66;3733000;H;03.04.2026;rejected
O003449;L0007216;V026;D006;10.08.2026;2900000;5,02;2754000;E;24.08.2026;rejected
O003450;L0007220;V009;D003;25.02.2025;4900000;8,26;4495000;E;11.03.2025;accepted
O003451;L0007221;V019;D012;09.02.2026;4500000;2,56;4384000;H;23.02.2026;accepted
O003452;L0007225;V024;D005;30.10.2024;2650000;4,4;2533000;H;13.11.2024;rejected
O003453;L0007228;V001;D004;18.03.2026;3450000;4,54;3293000;H;01.04.2026;rejected
O003454;L0007229;V021;D011;28.07.2025;7400000;1,43;7294000;H;11.08.2025;rejected
O003455;L0007230;V008;D005;10.03.2025;4200000;3,73;4043000;H;24.03.2025;rejected
O003456;L0007232;V018;D011;09.09.2025;4700000;8,15;4317000;H;23.09.2025;rejected
O003457;L0007234;V026;D006;24.11.2025;2900000;3,74;2791000;E;08.12.2025;rejected
O003458;L0007235;V024;D003;23.10.2024;2650000;5,15;2513000;H;06.11.2024;rejected
O003459;L0007236;V002;D003;13.08.2025;3900000;3,6;3759000;E;27.08.2025;rejected
O003460;L0007237;V025;D002;14.03.2026;3050000;6,43;2853000;E;28.03.2026;rejected
O003461;L0007239;V009;D003;24.12.2025;4900000;4,2;4693000;E;07.01.2026;accepted
O003462;L0007242;V011;D008;06.09.2025;6400000;7,03;5950000;E;20.09.2025;rejected
O003463;L0007243;V016;D004;01.12.2025;5300000;4,61;5055000;E;15.12.2025;rejected
O003464;L0007244;V034;D005;20.01.2025;6100000;0,0;6100000;H;03.02.2025;accepted
O003465;L0007250;V028;D005;30.06.2026;4000000;3,97;3841000;E;14.07.2026;accepted
O003466;L0007251;V024;D006;25.09.2025;2650000;2,89;2573000;E;09.10.2025;accepted
O003467;L0007252;V027;D001;29.12.2025;3700000;3,48;3571000;E;12.01.2026;rejected
O003468;L0007254;V017;D002;28.03.2025;4100000;0,57;4076000;E;11.04.2025;accepted
O003469;L0007259;V004;D008;23.06.2025;5100000;10,23;4578000;E;07.07.2025;accepted
O003470;L0007263;V017;D009;16.07.2025;4100000;5,82;3861000;E;30.07.2025;accepted
O003471;L0007264;V018;D001;28.01.2026;4700000;6,59;4390000;H;11.02.2026;rejected
O003472;L0007266;V028;D006;15.01.2026;4000000;99,0;3703000;E;29.01.2026;accepted
O003473;L0007271;V019;D014;12.12.2025;4500000;5,6;4247000;E;26.12.2025;accepted
O003474;L0007276;V031;D003;06.06.2025;10800000;6,97;10047000;H;20.06.2025;rejected
O003475;L0007277;V024;D004;30.04.2026;2650000;4,71;2525000;E;14.05.2026;accepted
O003476;L0007282;V030;D002;04.11.2025;11900000;5,75;11215000;H;18.11.2025;accepted
O003477;L0007284;V026;D001;10.11.2025;2900000;1,69;2851000;H;24.11.2025;rejected
O003478;L0007286;V029;D005;03.04.2026;3300000;0,58;3281000;H;17.04.2026;accepted
O003479;L0007287;V025;D014;12.08.2026;3050000;1,78;2995000;E;26.08.2026;expired
O003480;L0007288;V028;D006;08.04.2026;4000000;5,69;3772000;E;22.04.2026;rejected
O003481;L0007293;V033;D003;01.11.2025;5400000;2,44;5268000;E;15.11.2025;accepted
O003482;L0007294;V030;D003;21.07.2026;11900000;4,84;11324000;E;04.08.2026;rejected
O003483;L0007297;V001;D002;22.07.2026;3450000;5,17;3271000;H;05.08.2026;accepted
O003484;L0007299;V024;D005;27.09.2024;2650000;4,19;2538000;H;11.10.2024;accepted
O003485;L0007301;V034;D002;16.12.2025;6100000;4,05;5853000;E;30.12.2025;rejected
O003486;L0007304;V019;D004;19.12.2024;4500000;12,0;3960000;H;02.01.2025;rejected
O003487;L0007307;V033;D002;29.01.2026;5400000;5,81;5086000;H;12.02.2026;rejected
O003488;L0007318;V008;D010;07.03.2025;4200000;7,27;3894000;H;21.03.2025;rejected
O003489;L0007321;V008;D001;17.09.2025;4200000;5,83;3955000;H;01.10.2025;rejected
O003490;L0007324;V027;D005;12.03.2026;3700000;6,6;3455000;H;26.03.2026;rejected
O003491;L0007325;V028;D005;19.02.2025;4000000;0,0;4000000;E;05.03.2025;accepted
O003492;L0007326;V019;D008;05.01.2026;4500000;4,61;4292000;H;19.01.2026;accepted
O003493;L0007328;V026;D008;20.10.2025;2900000;6,19;2720000;H;03.11.2025;accepted
O003494;L0007329;V024;D005;22.11.2025;2650000;2,44;2585000;E;06.12.2025;accepted
O003495;L0007332;V027;D004;06.12.2024;3700000;5,5;3496000;E;20.12.2024;rejected
O003496;L0007333;V020;D008;07.03.2025;6600000;3,45;6372000;E;21.03.2025;rejected
O003497;L0007338;V008;D004;09.09.2025;4200000;3,63;4047000;E;23.09.2025;rejected
O003498;L0007339;V008;D005;21.12.2024;4200000;6,36;3932000;E;04.01.2025;rejected
O003499;L0007341;V019;D011;16.03.2026;4500000;4,54;4295000;E;30.03.2026;rejected
O003500;L0007346;V020;D004;14.09.2024;6600000;2,11;6460000;E;28.09.2024;accepted
O003501;L0007347;V006;D010;03.01.2026;7800000;1,95;7647000;H;17.01.2026;rejected
O003502;L0007349;V002;D006;12.01.2026;3900000;2,91;3786000;H;26.01.2026;rejected
O003503;L0007352;V011;D003;06.10.2025;6400000;5,94;6019000;H;20.10.2025;rejected
O003504;L0007353;V027;D007;26.06.2025;3700000;6,76;3449000;H;10.07.2025;rejected
O003505;L0007354;V024;D007;03.11.2025;2650000;1,68;2605000;E;17.11.2025;rejected
O003506;L0007360;V020;D005;27.11.2025;6600000;5,99;6204000;H;11.12.2025;accepted
O003507;L0007361;V032;D003;09.07.2026;6200000;7,45;5738000;E;23.07.2026;rejected
O003508;L0007362;V027;D001;16.06.2026;3700000;6,73;3450000;E;30.06.2026;accepted
O003509;L0007363;V011;D001;27.02.2025;6400000;4,16;6133000;H;13.03.2025;rejected
O003510;L0007367;V029;D014;06.01.2026;3300000;7,12;3065000;E;20.01.2026;rejected
O003511;L0007369;V029;D007;04.03.2026;3300000;2,77;3208000;H;18.03.2026;rejected
O003512;L0007370;V024;D001;29.11.2025;2650000;8,42;2426000;E;13.12.2025;rejected
O003513;L0007372;V024;D009;23.05.2026;2650000;5,0;2517000;H;06.06.2026;rejected
O003514;L0007374;V036;D006;10.01.2025;14200000;4,66;13538000;H;24.01.2025;rejected
O003515;L0007376;V010;D008;26.09.2025;4600000;0,0;4600000;E;10.10.2025;accepted
O003516;L0007377;V028;D012;26.09.2025;4000000;2,93;;H;10.10.2025;accepted
O003517;L0007378;V028;D004;28.11.2025;4000000;7,26;3709000;E;12.12.2025;accepted
O003518;L0007379;V024;D010;09.08.2025;2650000;8,67;2420000;H;23.08.2025;accepted
O003519;L0007380;V019;D002;26.12.2024;4500000;9,02;4093000;H;09.01.2025;accepted
O003520;L0007381;V027;D012;05.05.2025;3700000;7,07;3438000;E;19.05.2025;rejected
O003521;L0007389;V017;D004;13.12.2025;4100000;7,34;3799000;E;27.12.2025;rejected
O003522;L0007390;V037;D004;21.04.2025;17500000;2,21;17113000;H;05.05.2025;rejected
O003523;L0007393;V027;D001;28.08.2026;3700000;2,4;3611000;H;11.09.2026;expired
O003524;L0007394;V008;D005;04.08.2025;4200000;8,54;3841000;E;18.08.2025;accepted
O003525;L0007396;V014;D011;23.12.2025;12300000;5,76;11590000;E;06.01.2026;accepted
O003526;L0007399;V018;D009;15.05.2025;4700000;1,93;4609000;H;29.05.2025;rejected
O003527;L0007403;V016;D006;13.02.2026;5300000;1,7;5209000;H;27.02.2026;rejected
O003528;L0007404;V008;D004;22.08.2026;4200000;5,85;3954000;E;05.09.2026;accepted
O003529;L0007405;V028;D006;03.10.2025;4000000;1,6;3936000;H;17.10.2025;rejected
O003530;L0007410;V024;D003;05.11.2025;2650000;0,0;2650000;H;19.11.2025;rejected
O003531;L0007411;V008;D002;18.06.2025;4200000;3,77;4041000;E;02.07.2025;rejected
O003532;L0007412;V015;D007;13.10.2025;16800000;4,03;16123000;H;27.10.2025;rejected
O003533;L0007414;V026;D009;12.11.2025;2900000;6,31;2716000;H;26.11.2025;rejected
O003534;L0007417;V034;D009;31.12.2024;6100000;6,87;5680000;H;14.01.2025;accepted
O003535;L0007420;V017;D004;06.01.2025;4100000;3,41;3960000;H;20.01.2025;rejected
O003536;L0007423;V001;D001;13.01.2025;3450000;7,8;3181000;H;27.01.2025;rejected
O003537;L0007424;V018;D001;04.10.2024;4700000;4,62;4482000;E;18.10.2024;rejected
O003538;L0007426;V032;D003;26.11.2025;6200000;5,59;5853000;H;10.12.2025;rejected
O003539;L0007427;V017;D003;14.07.2026;4100000;0,7;4071000;H;28.07.2026;rejected
O003540;L0007432;V006;D012;11.05.2026;7800000;6,89;7262000;H;25.05.2026;rejected
O003541;L0007433;V029;D014;20.08.2026;3300000;1,58;3247000;H;03.09.2026;expired
O003542;L0007438;V013;D007;13.11.2025;11200000;4,45;10701000;H;27.11.2025;accepted
O003543;L0007440;V034;D002;28.03.2025;6100000;3,72;5873000;H;11.04.2025;accepted
O003544;L0007442;V024;D002;07.07.2026;2650000;8,95;2412000;H;21.07.2026;rejected
O003545;L0007445;V027;D007;15.02.2025;3700000;1,88;3630000;H;01.03.2025;rejected
O003546;L0007447;V031;D013;03.03.2026;10800000;3,81;10388000;H;17.03.2026;rejected
O003547;L0007448;V024;D004;02.02.2026;2650000;2,89;2573000;E;16.02.2026;accepted
O003548;L0007451;V017;D004;12.08.2026;4100000;9,69;3702000;H;26.08.2026;open
O003549;L0007452;V013;D005;19.11.2025;11200000;8,95;10197000;E;03.12.2025;rejected
O003550;L0007453;V016;D002;26.08.2026;5300000;6,05;4979000;E;09.09.2026;open
O003551;L0007455;V002;D004;12.10.2024;3900000;2,79;3791000;E;26.10.2024;rejected
O003552;L0007456;V001;D011;27.03.2025;3450000;3,99;3312000;H;10.04.2025;rejected
O003553;L0007457;V033;D010;10.11.2025;5400000;0,99;5346000;H;24.11.2025;rejected
O003554;L0007458;V002;D002;25.06.2026;3900000;6,86;3632000;H;09.07.2026;rejected
O003555;L0007459;V020;D002;26.03.2026;6600000;6,07;6199000;E;09.04.2026;accepted
O003556;L0007464;V008;D006;14.04.2025;4200000;9,78;3789000;H;28.04.2025;rejected
O003557;L0007467;V016;D001;19.03.2026;5300000;2,8;5151000;E;02.04.2026;accepted
O003558;L0007468;V024;D003;21.10.2025;2650000;5,73;2498000;E;04.11.2025;accepted
O003559;L0007470;V027;D001;28.07.2025;3700000;9,79;3337000;E;11.08.2025;rejected
O003560;L0007472;V028;D011;25.11.2025;4000000;4,5;3820000;H;09.12.2025;accepted
O003561;L0007473;V009;D004;04.08.2025;4900000;2,71;4766000;E;18.08.2025;rejected
O003562;L0007475;V002;D003;13.07.2026;3900000;9,07;3546000;H;27.07.2026;rejected
O003563;L0007476;V024;D006;23.02.2026;2650000;5,64;2500000;E;09.03.2026;accepted
O003564;L0007477;V024;D002;08.07.2026;2650000;6,32;2482000;H;22.07.2026;rejected
O003565;L0007478;V025;D003;11.08.2025;3050000;5,22;2890000;E;25.08.2025;accepted
O003566;L0007479;V036;D002;08.04.2026;14200000;5,02;13486000;E;22.04.2026;rejected
O003567;L0007482;V029;D008;19.06.2025;3300000;8,42;3022000;H;03.07.2025;rejected
O003568;L0007484;V024;D007;21.08.2026;2650000;7,64;2447000;H;04.09.2026;accepted
O003569;L0007485;V031;D007;13.05.2025;10800000;5,7;10183000;E;27.05.2025;accepted
O003570;L0007486;V002;D014;18.05.2026;3900000;7,19;3619000;E;01.06.2026;rejected
O003571;L0007487;V018;D002;04.06.2025;4700000;7,73;4336000;H;18.06.2025;rejected
O003572;L0007488;V035;D008;13.12.2025;7900000;5,94;7430000;E;27.12.2025;rejected
O003573;L0007489;V028;D010;06.01.2026;4000000;6,15;3753000;H;20.01.2026;rejected
O003574;L0007490;V001;D012;25.04.2026;3450000;4,26;3302000;H;09.05.2026;rejected
O003575;L0007492;V021;D002;18.03.2025;7400000;1,84;7263000;E;01.04.2025;rejected
O003576;L0007494;V024;D004;21.05.2025;2650000;5,2;2512000;H;04.06.2025;rejected
O003577;L0007498;V008;D004;03.10.2025;4200000;5,98;3948000;E;17.10.2025;rejected
O003578;L0007499;V024;D001;03.11.2025;2650000;1,55;2608000;E;17.11.2025;rejected
O003579;L0007500;V029;D005;23.05.2025;3300000;5,99;3102000;H;06.06.2025;rejected
O003580;L0007502;V005;D001;03.07.2025;6900000;3,26;6675000;H;17.07.2025;accepted
O003581;L0007503;V024;D010;20.05.2026;2650000;7,59;2448000;E;03.06.2026;rejected
O003582;L0007504;V016;D001;30.07.2026;5300000;5,1;5029000;E;13.08.2026;expired
O003583;L0007506;V024;D003;31.12.2025;2650000;6,59;2475000;H;14.01.2026;accepted
O003584;L0007507;V008;D006;11.10.2025;4200000;1,65;4130000;H;25.10.2025;accepted
O003585;L0007511;V009;D010;20.10.2025;4900000;4,47;4681000;E;03.11.2025;accepted
O003586;L0007514;V035;D004;18.05.2026;7900000;7,67;7293000;H;01.06.2026;accepted
O003587;L0007517;V027;D003;22.09.2025;3700000;3,41;3573000;E;06.10.2025;rejected
O003588;L0007518;V020;D002;25.01.2025;6600000;1,96;6470000;H;08.02.2025;rejected
O003589;L0007521;V003;D006;11.04.2026;4650000;5,13;4411000;H;25.04.2026;rejected
O003590;L0007524;V010;D007;13.04.2026;4600000;6,44;4303000;H;27.04.2026;rejected
O003591;L0007526;V005;D004;04.11.2024;6900000;0,88;6839000;E;18.11.2024;accepted
O003592;L0007527;V027;D006;03.12.2025;3700000;3,9;3555000;E;17.12.2025;rejected
O003593;L0007528;V032;D012;04.05.2026;6200000;7,06;5762000;H;18.05.2026;rejected
O003594;L0007532;V008;D009;21.07.2025;4200000;6,13;3942000;E;04.08.2025;accepted
O003595;L0007533;V033;D002;10.07.2025;5400000;5,32;5112000;H;24.07.2025;rejected
O003596;L0007535;V029;D001;06.01.2025;3300000;3,9;3171000;E;20.01.2025;accepted
O003597;L0007537;V020;D001;20.10.2025;6600000;5,97;6206000;H;03.11.2025;rejected
O003598;L0007540;V010;D006;23.11.2024;4600000;7,45;4257000;E;07.12.2024;accepted
O003599;L0007543;V027;D007;18.03.2026;3700000;0,0;3700000;H;01.04.2026;rejected
O003600;L0007544;V035;D001;22.12.2025;7900000;3,2;7647000;E;05.01.2026;rejected
O003601;L0007545;V009;D004;17.03.2026;4900000;0,21;4889000;H;31.03.2026;accepted
O003602;L0007547;V038;D013;06.08.2026;22000000;5,72;20742000;E;20.08.2026;rejected
O003603;L0007548;V034;D001;15.08.2026;6100000;6,08;5729000;E;29.08.2026;rejected
O003604;L0007550;V026;D011;16.04.2026;2900000;5,21;2748000;E;30.04.2026;accepted
O003605;L0007551;V016;D003;04.08.2025;5300000;9,07;4819000;E;18.08.2025;rejected
O003606;L0007552;V020;D001;26.06.2026;6600000;3,46;6371000;E;10.07.2026;accepted
O003607;L0007553;V032;D012;31.12.2024;6200000;2,91;6019000;H;14.01.2025;rejected
O003608;L0007557;V006;D009;20.10.2025;7800000;6,71;7276000;H;03.11.2025;accepted
O003609;L0007560;V003;D005;06.01.2025;4650000;2,52;4532000;E;20.01.2025;rejected
O003610;L0007562;V033;D004;17.04.2026;5400000;6,77;5034000;E;01.05.2026;rejected
O003611;L0007564;V027;D007;23.12.2025;3700000;5,66;;H;06.01.2026;accepted
O003612;L0007566;V011;D002;01.05.2026;6400000;2,8;6220000;E;15.05.2026;rejected
O003613;L0007568;V016;D007;14.10.2025;5300000;4,95;5037000;H;28.10.2025;rejected
O003614;L0007570;V031;D008;05.01.2026;10800000;3,02;10474000;H;19.01.2026;rejected
O003615;L0007573;V027;D003;19.06.2026;3700000;4,82;3521000;H;03.07.2026;rejected
O003616;L0007574;V024;D004;14.05.2026;2650000;3,13;2566000;H;28.05.2026;rejected
O003617;L0007577;V003;D003;28.02.2026;4650000;5,94;4373000;E;14.03.2026;accepted
O003618;L0007578;V008;D004;15.09.2025;4200000;7,94;3866000;H;29.09.2025;rejected
O003619;L0007579;V034;D003;08.11.2024;6100000;4,02;5854000;E;22.11.2024;rejected
O003620;L0007582;V002;D013;08.03.2025;3900000;9,94;3512000;H;22.03.2025;accepted
O003621;L0007584;V024;D006;18.03.2026;2650000;6,32;2482000;H;01.04.2026;accepted
O003622;L0007586;V023;D007;02.06.2026;15900000;4,85;15129000;E;16.06.2026;accepted
O003623;L0007590;V003;D005;13.03.2026;4650000;2,76;4521000;E;27.03.2026;accepted
O003624;L0007594;V003;D006;23.10.2025;4650000;1,54;4578000;E;06.11.2025;accepted
O003625;L0007595;V026;D001;16.05.2026;2900000;8,27;2660000;H;30.05.2026;accepted
O003626;L0007597;V009;D005;29.06.2026;4900000;7,29;4542000;E;13.07.2026;accepted
O003627;L0007600;V001;D004;04.03.2026;3450000;4,13;3307000;H;18.03.2026;accepted
O003628;L0007601;V012;D004;27.12.2025;7100000;3,95;6819000;H;10.01.2026;rejected
O003629;L0007602;V025;D004;02.06.2025;3050000;5,85;2871000;E;16.06.2025;rejected
O003630;L0007604;V036;D007;27.06.2025;14200000;6,97;13210000;E;11.07.2025;rejected
O003631;L0007606;V018;D008;22.06.2026;4700000;5,94;4421000;E;06.07.2026;rejected
O003632;L0007607;V033;D003;23.06.2025;5400000;9,45;4889000;H;07.07.2025;rejected
O003633;L0007618;V024;D007;05.08.2026;2650000;9,68;2393000;H;19.08.2026;open
O003634;L0007619;V027;D011;17.04.2026;3700000;3,06;3586000;E;01.05.2026;rejected
O003635;L0007620;V028;D013;27.08.2026;4000000;5,05;3797000;E;10.09.2026;open
O003636;L0007622;V032;D008;19.02.2026;6200000;2,12;6068000;H;05.03.2026;rejected
O003637;L0007625;V024;D001;06.02.2026;2650000;4,01;2543000;E;20.02.2026;rejected
O003638;L0007629;V018;D006;03.09.2025;4700000;4,53;4486000;H;17.09.2025;rejected
O003639;L0007632;V013;D003;14.11.2024;11200000;6,31;10493000;H;28.11.2024;rejected
O003640;L0007634;V004;D010;30.03.2026;5100000;3,89;4901000;H;13.04.2026;rejected
O003641;L0007638;V005;D014;02.01.2026;6900000;7,07;6412000;H;16.01.2026;rejected
O003642;L0007641;V017;D007;12.08.2025;4100000;2,85;3983000;H;26.08.2025;accepted
O003643;L0007642;V022;D001;13.08.2025;9800000;3,64;9443000;E;27.08.2025;accepted
O003644;L0007643;V005;D002;01.04.2026;6900000;5,77;6501000;H;15.04.2026;rejected
O003645;L0007644;V019;D001;06.10.2025;4500000;1,73;4422000;E;20.10.2025;rejected
O003646;L0007646;V020;D007;29.09.2025;6600000;2,29;6449000;E;13.10.2025;rejected
O003647;L0007649;V002;D001;02.07.2026;3900000;6,77;3635000;H;16.07.2026;accepted
O003648;L0007652;V036;D009;04.04.2026;14200000;5,98;13350000;E;18.04.2026;rejected
